BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
D000627,2021 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2232,744,2021,3
D000627,2021 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,873966.55,313772.65,2021,3
D000627,2021 HON. VAL BUTLER DEMINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,873966.55,313772.65,2021,3
D000627,2021 HON. VAL BUTLER DEMINGS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14340,5040,2021,3
D000627,2021 HON. VAL BUTLER DEMINGS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14340,5040,2021,3
D000627,2021 HON. VAL BUTLER DEMINGS,INTERN ALLOWANCES,OFFICE TOTALS:,14340,5040,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2582.65,2411.31,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,650351.65,226567.53,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10881.06,3479.64,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,114399.6,41343.74,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2899.56,1427.56,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23393,8603,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10299.85,3148.16,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3745,1050,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,818552.37,288030.94,2021,3
D000623,2021 HON. MARK DESAULNIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,818552.37,288030.94,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1029.63,591.76,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,605750.07,207375.03,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45211.99,22901.85,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,83637.98,32587.43,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,993.5,454.5,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42237.2,12055.4,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18885,3950.4,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9250.57,897.75,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,806995.94,280814.12,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,806995.94,280814.12,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5582.64,4313.89,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5582.64,4313.89,2021,3
D000616,2021 HON. SCOTT DESJARLAIS,INTERN ALLOWANCES,OFFICE TOTALS:,5582.64,4313.89,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,110.09,64.93,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,953260.87,320391.57,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9300.4,3995.06,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49550.02,16550.68,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1712.82,1712.47,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21123,6694,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10631.29,2460.9,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8522.18,2324.35,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1054210.67,354193.96,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1054210.67,354193.96,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12909.22,6817.72,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,12909.22,6817.72,2021,3
D000610,2021 HON. THEODORE E. DEUTCH,INTERN ALLOWANCES,OFFICE TOTALS:,12909.22,6817.72,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3940.94,3719.19,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,709228.58,238173.78,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42120.18,15192.85,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,115247.71,40697.16,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5123.95,5024.41,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32825.26,10179.06,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8098.7,3169.8,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3517.47,2006.47,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,920102.79,318162.72,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,920102.79,318162.72,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17100,15933.33,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17100,15933.33,2021,3
D000600,2021 HON. MARIO DIAZ-BALART,INTERN ALLOWANCES,OFFICE TOTALS:,17100,15933.33,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,315.26,206.9,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,765729.65,266623.29,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1982.43,1901.45,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71153.72,14093.71,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2649.12,2146.12,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23150.87,9950.87,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4094.55,1740.25,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8309.44,3746.18,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,877385.04,300408.77,2021,3
D000624,2021 HON. DEBBIE DINGELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,877385.04,300408.77,2021,3
D000624,2021 HON. DEBBIE DINGELL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24000,7560,2021,3
D000624,2021 HON. DEBBIE DINGELL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24000,7560,2021,3
D000624,2021 HON. DEBBIE DINGELL,INTERN ALLOWANCES,OFFICE TOTALS:,24000,7560,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5804.8,1035.33,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,775170.16,273490.31,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7955.52,3138.05,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,108372.19,36727.29,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6577.45,2592.53,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44742.49,14904.5,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15173.1,3352.29,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13182.05,8324.11,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,976977.76,343564.41,2021,3
D000399,2021 HON. LLOYD DOGGETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,976977.76,343564.41,2021,3
D000399,2021 HON. LLOYD DOGGETT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24413.32,11605,2021,3
D000399,2021 HON. LLOYD DOGGETT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24413.32,11605,2021,3
D000399,2021 HON. LLOYD DOGGETT,INTERN ALLOWANCES,OFFICE TOTALS:,24413.32,11605,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21120.88,21198.49,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,643995.44,217902.8,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19415.31,5759.95,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28000.73,13830.14,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,46502.33,6790.56,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33457.56,10935,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,28524.58,4083.68,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4209.93,411,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,825226.76,280911.62,2021,3
D000032,2021 HON. BYRON DONALDS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,825226.76,280911.62,2021,3
D000032,2021 HON. BYRON DONALDS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14350,8316.66,2021,3
D000032,2021 HON. BYRON DONALDS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14350,8316.66,2021,3
D000032,2021 HON. BYRON DONALDS,INTERN ALLOWANCES,OFFICE TOTALS:,14350,8316.66,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1083.11,414.88,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,792248.5,269488.32,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4172.98,1391.38,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86063.4,27662.83,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,593.77,66.49,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17325,5775,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5757.84,1574.34,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4423.21,1179.63,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,911667.81,307552.87,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,911667.81,307552.87,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1080,1080,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1080,1080,2021,3
D000482,2021 HON. MICHAEL F. DOYLE,INTERN ALLOWANCES,OFFICE TOTALS:,1080,1080,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,805.59,190.42,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,750652.15,244953.15,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27247.75,11175.97,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35185.52,12367.42,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,680.9,234.29,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,36973,11478,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7320.46,1320.66,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2423.25,807.75,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,861288.62,282527.66,2021,3
D000615,2021 HON. JEFF DUNCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,861288.62,282527.66,2021,3
D000615,2021 HON. JEFF DUNCAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19052.25,4252.42,2021,3
D000615,2021 HON. JEFF DUNCAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19052.25,4252.42,2021,3
D000615,2021 HON. JEFF DUNCAN,INTERN ALLOWANCES,OFFICE TOTALS:,19052.25,4252.42,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,34434.95,34033.01,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,767463.08,257814.55,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46484,22708.29,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37744.9,11878.74,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33243.96,22197.4,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48775,23125,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4620.82,2260.76,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11676.37,4353.34,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,984443.08,378371.09,2021,3
D000628,2021 HON. NEAL P. DUNN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,984443.08,378371.09,2021,3
D000628,2021 HON. NEAL P. DUNN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1066.66,1066.66,2021,3
D000628,2021 HON. NEAL P. DUNN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1066.66,1066.66,2021,3
D000628,2021 HON. NEAL P. DUNN,INTERN ALLOWANCES,OFFICE TOTALS:,1066.66,1066.66,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-119.5,-119.5,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,100708.32,100708.32,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1519.56,1519.56,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,7144.12,7144.12,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,397,397,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3575,3575,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6792.32,6792.32,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1486.3,1486.3,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,121503.12,121503.12,2021,3
E000071,2021 HON. JAKE ELLZEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,121503.12,121503.12,2021,3
E000071,2021 HON. JAKE ELLZEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1560,1560,2021,3
E000071,2021 HON. JAKE ELLZEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1560,1560,2021,3
E000071,2021 HON. JAKE ELLZEY,INTERN ALLOWANCES,OFFICE TOTALS:,1560,1560,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,545.38,302.48,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,707991.71,239713.35,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40420.26,16733.2,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,85753.12,26513.57,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34441.41,5600.57,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39155,10560,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5953.53,1233,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,23242.77,428.94,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,937503.18,301085.11,2021,3
E000294,2021 HON. TOM EMMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,937503.18,301085.11,2021,3
E000294,2021 HON. TOM EMMER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18820,5466.66,2021,3
E000294,2021 HON. TOM EMMER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18820,5466.66,2021,3
E000294,2021 HON. TOM EMMER,INTERN ALLOWANCES,OFFICE TOTALS:,18820,5466.66,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25616.13,11407.67,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,690582.92,229295.82,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25514.45,12005.61,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,89758.64,38807.16,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2428.52,305.94,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35940.81,11825,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14054.41,4852.85,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7532.77,5000.44,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,891428.65,313500.49,2021,3
E000299,2021 HON. VERONICA ESCOBAR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,891428.65,313500.49,2021,3
E000299,2021 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21666.85,5784.5,2021,3
E000299,2021 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21666.85,5784.5,2021,3
E000299,2021 HON. VERONICA ESCOBAR,INTERN ALLOWANCES,OFFICE TOTALS:,21666.85,5784.5,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2277.04,1361.9,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,905297.98,305725.04,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14585.67,5464.29,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,13.63,0,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,181652.38,62314.49,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19188.49,5775,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9277.73,1631.63,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8800.74,1235.4,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1141093.66,383507.75,2021,3
E000215,2021 HON. ANNA G. ESHOO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1141093.66,383507.75,2021,3
E000215,2021 HON. ANNA G. ESHOO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19498.46,13501.12,2021,3
E000215,2021 HON. ANNA G. ESHOO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19498.46,13501.12,2021,3
E000215,2021 HON. ANNA G. ESHOO,INTERN ALLOWANCES,OFFICE TOTALS:,19498.46,13501.12,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8703.39,4095.81,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,842289,287544.49,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11531.78,4316.96,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,72479.66,19035.69,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23666.23,5732.99,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21163,5685,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13774.45,4782.75,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6084.18,1314.74,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,999691.69,332508.43,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,999691.69,332508.43,2021,3
E000297,2021 HON. ADRIANO ESPAILLAT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13886.67,3370,2021,3
